student_id,mathscore,freelunch,innercity,experience,masters
110,454,0,0,3,1
111,536,0,0,6,1
112,536,0,0,10,1
113,429,1,1,22,1
114,423,0,0,4,1
115,489,0,0,16,1
116,399,0,0,8,1
117,478,1,1,6,1
118,473,1,0,8,1
119,520,1,0,15,1
120,528,0,1,10,1
121,576,0,0,15,1
122,484,0,0,8,1
123,459,1,0,10,0
124,468,0,0,14,1
125,468,1,0,9,1
126,484,0,0,12,1
127,478,0,0,3,1
128,449,1,1,6,1
129,454,1,1,1,1
130,429,1,1,6,1
131,513,0,0,1,1
132,468,0,0,8,1
133,500,1,0,13,0
134,500,0,0,10,1
135,459,0,0,13,1
136,513,1,0,9,1
137,418,1,0,5,1
138,473,0,0,13,1
139,449,1,0,8,1
140,463,1,1,6,1
141,459,1,0,11,1
142,528,0,0,8,1
143,459,0,0,19,1
144,489,1,1,20,1
145,559,1,0,8,1
146,494,0,0,5,1
147,506,0,0,9,1
148,536,1,0,10,1
149,494,1,0,18,1
150,484,0,0,10,1
151,412,1,1,3,1
152,559,0,0,12,1
153,506,0,0,3,1
154,489,1,1,5,1
155,547,0,0,9,1
156,500,0,0,6,1
157,473,0,0,12,1
158,434,1,0,8,1
159,489,0,0,10,1
160,444,1,0,8,0
161,418,1,1,22,1
162,489,0,0,2,1
163,576,1,1,11,1
164,463,1,1,0,1
165,473,1,0,14,1
166,489,1,1,20,1
167,459,1,0,1,1
168,520,0,0,0,1
169,484,1,1,7,1
170,513,0,0,7,1
171,468,1,1,7,1
172,478,1,0,15,1
173,418,0,0,7,1
174,513,1,1,0,1
175,506,0,0,21,1
176,576,1,1,0,1
177,459,0,0,12,1
178,520,1,0,12,1
179,576,1,0,20,1
180,559,0,0,5,1
181,412,1,1,10,1
182,489,1,0,11,1
183,528,1,1,12,1
184,444,1,1,9,1
185,454,0,0,0,1
186,500,0,0,1,1
187,444,0,0,1,1
188,478,1,0,9,1
189,536,0,0,5,1
190,528,0,0,15,1
191,513,1,0,3,1
192,478,0,0,8,1
193,468,1,1,1,1
194,463,1,0,2,1
195,547,0,0,17,1
196,484,0,0,13,1
197,468,1,1,9,1
198,468,0,0,8,1
199,449,1,0,13,1
200,489,1,0,9,1
201,478,1,0,10,1
202,559,0,0,14,1
203,484,1,0,10,1
204,449,1,1,2,1
205,454,0,1,1,1
206,478,0,0,7,1
207,454,0,0,9,1
208,484,0,0,4,1
209,484,0,0,9,1
210,454,1,1,11,1
211,429,1,0,1,1
212,513,1,0,0,1
213,473,1,0,0,1
214,423,0,0,3,1
215,463,1,1,15,1
216,478,1,0,3,1
217,459,0,0,13,1
218,459,1,0,10,1
219,478,0,1,3,1
220,423,0,0,3,1
221,559,0,0,10,1
222,449,1,0,11,1
223,463,0,0,3,1
224,449,0,0,5,1
225,459,0,0,11,1
226,454,1,0,12,1
227,494,1,0,14,1
228,434,1,1,6,1
229,547,0,0,11,1
230,429,1,0,8,1
231,494,0,0,18,1
232,500,0,0,16,1
233,468,1,1,1,1
234,444,0,0,15,1
235,500,1,0,10,1
236,506,0,1,20,1
237,528,1,0,1,1
238,459,0,0,3,1
239,506,1,1,9,1
240,439,0,0,15,1
241,559,1,0,8,1
242,478,1,0,4,1
243,494,1,0,4,1
244,484,0,0,16,1
245,484,0,0,13,1
246,468,1,0,4,1
247,528,1,0,9,1
248,439,0,0,13,0
249,506,1,0,1,1
250,459,0,1,9,1
251,559,1,0,4,1
252,576,1,0,12,1
253,439,0,0,11,1
254,500,1,1,1,1
255,520,0,0,8,1
256,459,1,1,2,1
257,489,0,0,11,1
258,528,0,0,13,1
259,559,1,0,14,1
260,473,1,0,6,1
261,405,0,0,11,1
262,602,0,0,12,1
263,484,1,0,6,1
264,547,0,0,4,1
265,484,1,0,15,1
266,449,1,0,5,1
267,454,1,1,9,1
268,459,0,0,1,1
269,473,1,1,1,1
270,484,1,0,10,1
271,513,1,0,3,1
272,536,0,0,12,1
273,478,0,0,8,1
274,513,0,0,21,1
275,473,0,0,12,1
276,473,0,0,15,1
277,478,1,0,8,1
278,484,1,1,1,1
279,459,0,0,20,1
280,536,0,0,6,1
281,528,1,0,9,1
282,484,0,1,9,1
283,494,0,0,5,1
284,418,1,1,6,1
285,439,1,1,0,1
286,473,1,0,4,1
287,626,0,0,14,1
288,423,1,1,12,1
289,444,1,1,22,1
290,500,0,0,2,1
291,444,1,0,13,1
292,468,0,0,8,1
293,536,1,0,6,1
294,494,0,0,3,1
295,473,0,0,15,1
296,454,1,0,12,0
297,449,1,0,2,1
298,463,0,0,9,1
299,489,0,0,17,1
300,429,0,0,14,1
301,454,0,0,17,1
302,536,0,0,15,1
303,468,1,1,6,1
304,500,0,0,8,1
305,484,1,0,9,1
306,547,1,0,4,1
307,536,0,0,13,1
308,454,0,0,3,1
309,463,0,0,13,1
310,473,1,1,5,1
311,489,0,0,11,1
312,528,1,0,7,1
313,489,1,1,10,1
314,478,0,0,12,1
315,473,0,1,9,1
316,320,1,1,6,1
317,463,0,0,1,1
318,602,1,1,3,1
319,500,0,0,1,1
320,444,1,0,0,1
321,528,0,0,8,1
322,536,0,0,6,1
323,536,0,0,11,1
324,473,1,1,15,1
325,513,1,1,10,1
326,513,0,0,3,1
327,399,0,0,5,1
328,434,1,1,9,1
329,520,0,0,11,1
330,506,0,0,5,1
331,626,0,0,13,1
332,468,1,0,13,1
333,536,1,1,24,1
334,459,0,0,13,0
335,473,0,0,7,1
336,547,1,1,11,1
337,520,0,0,8,1
338,412,0,0,5,1
339,513,0,0,7,1
340,520,1,0,14,1
341,494,1,0,4,1
342,506,0,0,17,1
343,536,0,1,9,1
344,478,0,0,17,1
345,478,0,0,8,1
346,500,1,0,11,1
347,459,0,0,15,1
348,478,0,0,13,1
349,484,1,1,2,1
350,484,0,0,8,1
351,559,0,0,10,1
352,520,0,0,4,1
353,513,0,0,0,1
354,520,0,0,18,1
355,494,0,0,0,1
356,473,0,0,4,1
357,478,1,1,12,1
358,459,0,0,5,1
359,500,0,0,4,1
360,513,1,1,3,1
361,484,0,0,21,1
362,506,0,0,12,1
363,444,1,1,6,1
364,454,0,0,5,1
365,468,1,1,22,1
366,489,1,0,10,1
367,576,0,0,14,1
368,484,0,0,3,1
369,449,1,1,12,1
370,459,1,1,15,1
371,439,1,0,7,1
372,459,1,0,0,1
373,494,1,0,4,1
374,478,1,1,3,1
375,365,1,1,17,1
376,449,1,0,14,1
377,478,0,0,13,1
378,454,1,1,2,1
379,454,0,0,8,1
380,468,1,0,21,1
381,513,1,0,2,1
382,423,0,0,4,1
383,559,1,1,10,1
384,478,0,0,17,1
385,399,1,0,8,1
386,494,0,0,6,1
387,423,0,0,11,1
388,473,1,0,24,1
389,459,1,0,6,1
390,559,1,1,24,1
391,576,0,0,21,1
392,494,1,1,2,1
393,602,0,0,18,1
394,500,0,0,8,1
395,449,1,0,2,1
396,494,0,0,12,1
397,484,1,0,12,0
398,489,1,1,1,1
399,439,1,0,5,1
400,489,0,0,5,1
401,444,1,0,4,1
402,506,1,0,8,1
403,528,1,1,0,1
404,412,1,0,13,1
405,418,1,1,2,1
406,459,1,0,6,1
407,489,0,1,9,1
408,434,1,0,27,1
409,559,0,0,19,1
410,478,1,1,7,1
411,626,1,1,3,1
412,626,0,0,14,0
413,473,0,0,1,1
414,513,0,0,10,1
415,418,1,1,6,1
416,454,0,0,6,1
417,602,0,0,9,1
418,463,0,0,15,1
419,559,0,0,13,1
420,520,1,1,11,1
421,468,0,0,9,1
422,500,0,0,16,1
423,547,1,1,2,1
424,559,0,1,24,1
425,506,0,0,15,1
426,473,0,0,27,1
427,459,0,0,12,1
428,418,1,0,10,1
429,468,1,1,3,1
430,473,1,0,2,1
431,423,1,0,12,1
432,536,0,0,15,1
433,449,1,1,2,1
434,484,1,1,1,1
435,429,1,0,16,1
436,468,1,0,12,1
437,494,0,0,13,1
438,520,1,0,8,1
439,365,1,1,9,1
440,576,0,0,0,1
441,449,0,0,11,1
442,473,0,0,3,1
443,449,0,0,5,1
444,489,1,1,1,1
445,547,1,1,11,1
446,412,0,0,3,1
447,602,0,0,13,1
448,559,1,0,27,1
449,513,0,0,5,1
450,384,1,0,20,1
451,429,0,0,5,1
452,449,1,0,7,1
453,484,0,0,17,1
454,484,0,0,1,1
455,513,0,0,6,1
456,494,0,0,0,1
457,484,1,0,12,1
458,439,0,0,15,1
459,536,0,0,12,1
460,500,0,0,8,1
461,463,1,1,14,1
462,494,0,0,12,0
463,513,0,0,10,1
464,528,0,0,3,1
465,418,1,0,12,1
466,489,0,0,10,1
467,520,0,0,9,1
468,500,1,0,1,1
469,454,1,1,11,1
470,434,1,0,2,1
471,444,1,0,2,1
472,494,1,0,2,1
473,399,1,1,11,1
474,429,1,1,1,1
475,489,0,0,0,1
476,484,1,0,4,1
477,494,1,1,20,1
478,547,1,0,12,1
479,520,0,0,16,1
480,500,0,0,16,1
481,473,0,0,3,1
482,439,0,0,15,1
483,478,1,1,12,1
484,547,1,0,6,1
485,513,0,1,0,1
486,489,0,0,11,1
487,500,0,0,11,1
488,459,0,0,3,1
489,439,0,1,0,1
490,439,0,0,3,1
491,484,1,0,5,1
492,429,1,0,3,1
493,520,1,0,1,1
494,520,0,0,12,0
495,449,1,1,5,1
496,489,1,0,20,1
497,500,0,0,6,1
498,478,0,0,9,1
499,463,0,0,13,1
500,444,1,0,14,1
501,528,1,1,24,1
502,506,0,0,12,1
503,449,1,1,6,1
504,602,0,0,14,1
505,494,1,0,1,1
506,478,0,0,8,1
507,500,0,0,13,1
508,439,0,0,7,1
509,463,1,0,0,1
510,454,0,0,3,1
511,429,1,0,9,1
512,484,0,0,3,1
513,559,1,0,14,1
514,459,1,0,17,1
515,478,1,1,24,1
516,559,0,0,11,1
517,468,0,0,11,1
518,412,1,0,7,1
519,468,1,0,13,1
520,478,1,1,22,1
521,439,1,1,14,1
522,439,1,0,21,1
523,520,0,0,6,1
524,506,1,0,17,1
525,444,1,1,7,1
526,412,1,0,4,1
527,468,1,1,2,1
528,439,1,1,21,1
529,463,0,1,7,1
530,473,1,0,6,1
531,468,0,0,16,1
532,494,1,0,2,1
533,429,1,0,9,1
534,513,0,0,12,1
535,463,0,0,17,1
536,513,0,0,0,1
537,500,0,0,1,1
538,513,0,0,6,1
539,459,1,0,12,1
540,513,0,0,0,1
541,500,0,0,13,1
542,429,1,1,3,1
543,439,0,0,3,1
544,429,1,1,6,1
545,536,0,0,1,1
546,459,0,0,16,1
547,459,1,1,17,1
548,439,0,0,13,1
549,434,1,1,5,1
550,494,0,0,12,1
551,473,1,1,20,1
552,449,1,1,12,1
553,463,0,0,8,1
554,602,1,0,24,1
555,494,1,0,14,1
556,506,0,0,14,1
557,528,1,0,14,1
558,506,1,0,12,1
559,459,0,0,15,1
560,429,1,0,11,1
561,459,1,0,12,1
562,506,0,0,14,1
563,484,1,0,1,1
564,412,0,0,15,1
565,494,1,1,1,1
566,547,0,0,14,1
567,463,1,0,18,1
568,412,1,0,11,1
569,412,1,0,6,1
570,418,0,0,5,1
571,547,0,0,12,1
572,536,0,0,10,1
573,439,0,0,7,1
574,520,1,0,6,1
575,478,0,0,13,1
576,513,1,0,12,1
577,528,0,0,0,1
578,547,0,0,19,1
579,520,1,0,3,1
580,520,0,0,5,1
581,454,1,0,18,1
582,439,0,0,8,1
583,439,0,0,8,1
584,449,1,0,12,1
585,536,0,0,8,1
586,494,1,0,8,1
587,478,0,0,8,1
588,489,0,0,13,1
589,444,0,0,9,1
590,559,1,0,10,1
591,473,1,0,10,1
592,500,0,0,21,1
593,463,0,0,15,1
594,602,0,0,13,1
595,459,0,0,6,1
596,468,1,0,0,1
597,520,0,0,13,1
598,449,0,0,11,1
599,423,1,0,6,1
600,494,1,0,15,1
601,463,0,0,20,1
602,459,1,1,1,1
603,468,1,0,3,1
604,489,1,1,0,1
605,478,1,0,10,1
606,463,1,0,11,1
607,418,1,1,11,1
608,494,1,0,8,0
609,547,0,0,10,1
610,489,1,0,2,1
611,454,0,0,5,1
612,500,0,0,4,1
613,468,1,1,5,1
614,536,0,0,5,1
615,602,0,0,14,1
616,484,0,0,22,1
617,463,0,0,11,1
618,449,0,0,10,1
619,500,0,0,17,1
620,434,0,0,10,1
621,528,1,0,20,1
622,478,1,1,5,1
623,500,1,0,10,1
624,559,0,0,9,1
625,506,0,0,12,1
626,506,0,0,14,1
627,473,1,1,16,1
628,473,1,0,16,1
629,423,0,0,21,1
630,528,0,0,12,0
631,576,0,0,17,1
632,405,0,0,18,1
633,473,1,0,6,1
634,463,1,1,9,1
635,459,0,0,2,1
636,423,0,0,13,1
637,513,0,0,20,1
638,513,0,0,0,1
639,506,0,0,14,1
640,528,1,1,2,1
641,459,1,0,8,1
642,463,0,0,17,1
643,429,1,1,5,1
644,489,0,0,13,1
645,576,1,1,10,1
646,478,1,0,3,1
647,489,1,0,3,1
648,429,0,0,14,1
649,449,0,0,15,1
650,489,1,0,20,1
651,454,0,0,11,1
652,528,0,0,8,1
653,484,0,0,8,1
654,602,0,0,4,1
655,513,0,0,4,1
656,439,1,0,10,1
657,513,0,0,11,1
658,473,0,0,15,1
659,494,0,0,14,1
660,528,1,0,5,1
661,418,1,0,5,1
662,468,0,0,7,1
663,528,0,1,11,1
664,384,0,0,13,1
665,449,1,0,11,1
666,454,0,0,8,0
667,439,1,0,5,1
668,489,0,0,20,1
669,520,1,0,3,1
670,434,1,1,1,1
671,405,1,0,6,0
672,468,0,1,15,1
673,506,1,1,5,1
674,576,0,0,4,1
675,418,0,0,0,1
676,484,1,1,1,1
677,494,1,1,1,1
678,489,0,0,13,1
679,454,0,0,9,1
680,576,1,1,7,1
681,484,0,0,7,1
682,559,0,0,3,1
683,463,1,1,5,1
684,449,1,0,11,1
685,528,1,0,10,1
686,520,1,1,0,1
687,500,1,1,10,1
688,478,0,0,17,1
689,434,1,0,10,1
690,478,1,0,15,1
691,626,0,0,5,1
692,484,1,1,17,1
693,459,1,1,1,1
694,576,1,0,16,1
695,536,0,0,17,1
696,449,1,0,6,1
697,536,1,0,3,1
698,449,1,1,17,1
699,484,0,0,13,0
700,513,0,0,12,0
701,494,0,0,4,1
702,528,1,0,5,1
703,439,1,0,4,1
704,536,0,0,11,1
705,478,0,0,8,1
706,439,0,0,8,1
707,468,1,0,12,1
708,576,0,0,0,1
709,536,1,0,16,1
710,547,0,0,10,0
711,423,1,0,6,0
712,528,1,0,15,1
713,484,0,0,3,1
714,449,0,0,13,1
715,547,1,0,5,1
716,429,1,1,5,1
717,405,1,1,11,1
718,454,0,0,5,1
719,513,0,0,11,1
720,484,1,0,22,1
721,536,0,0,9,1
722,463,1,0,12,0
723,547,0,0,8,1
724,449,1,0,5,1
725,489,0,0,3,1
726,547,0,0,15,1
727,418,1,0,13,0
728,547,0,0,13,1
729,463,1,0,13,0
730,513,1,1,6,1
731,463,1,1,13,1
732,536,0,0,8,1
733,520,1,1,0,1
734,576,1,0,11,1
735,494,0,0,8,1
736,500,0,0,4,1
737,626,0,0,15,1
738,494,0,0,20,1
739,405,1,1,2,1
740,520,1,1,9,1
741,559,0,0,8,1
742,423,1,1,16,1
743,489,1,1,3,1
744,439,1,1,9,1
745,547,1,1,1,1
746,478,0,0,9,1
747,489,0,1,0,1
748,500,0,0,2,1
749,449,1,0,13,1
750,494,1,0,15,1
751,412,0,0,12,1
752,468,1,0,6,1
753,423,1,0,10,1
754,506,0,0,12,1
755,489,0,0,7,1
756,536,1,0,13,1
757,449,0,0,13,1
758,500,0,0,0,1
759,576,0,0,11,1
760,392,1,1,10,1
761,576,1,1,3,1
762,626,1,1,13,1
763,528,0,0,11,1
764,423,1,0,1,1
765,473,0,0,12,1
766,434,1,1,8,0
767,489,0,0,3,1
768,547,0,0,11,1
769,468,1,0,2,1
770,528,1,0,8,1
771,454,1,1,0,1
772,434,1,0,11,1
773,399,1,1,12,1
774,429,1,0,19,1
775,392,1,0,7,1
776,399,0,1,6,1
777,513,1,0,17,1
778,463,0,0,17,1
779,392,1,0,0,1
780,536,1,1,11,1
781,468,0,0,8,1
782,528,0,0,11,1
783,489,0,0,5,1
784,478,0,0,11,1
785,478,0,0,13,1
786,513,0,0,10,1
787,463,1,0,11,1
788,602,1,1,9,1
789,454,1,1,10,1
790,513,1,1,6,1
791,434,1,1,2,1
792,449,0,0,15,1
793,478,0,0,11,1
794,384,0,0,10,1
795,506,1,1,14,1
796,449,1,0,2,1
797,506,1,1,20,1
798,494,0,0,17,1
799,576,1,1,6,1
800,478,1,0,4,1
801,418,1,0,6,1
802,418,1,0,6,1
803,513,1,0,5,1
804,500,1,0,3,1
805,439,1,0,8,1
806,473,0,0,5,1
807,547,1,0,14,0
808,484,0,0,8,1
809,384,1,1,3,1
810,459,1,1,3,1
811,434,1,0,7,1
812,384,0,1,1,1
813,500,0,0,4,1
814,473,1,0,4,1
815,500,0,0,13,1
816,494,1,0,21,1
817,429,1,1,5,1
818,489,0,0,2,1
819,444,0,0,17,1
820,463,1,0,6,1
821,463,1,0,0,1
822,463,0,0,1,1
823,536,0,0,11,1
824,500,0,0,12,1
825,468,1,0,5,1
826,434,1,0,11,1
827,528,1,1,11,1
828,434,0,0,5,1
829,418,0,0,13,1
830,473,0,0,20,1
831,576,0,0,9,1
832,444,1,0,8,1
833,468,1,0,0,1
834,454,1,0,13,1
835,520,1,1,20,1
836,468,0,0,13,1
837,463,0,0,3,1
838,375,1,0,21,1
839,399,1,1,3,1
840,500,1,0,13,1
841,500,0,0,13,1
842,494,1,1,11,1
843,500,0,0,8,1
844,468,0,0,13,1
845,500,0,0,13,0
846,602,0,0,10,0
847,528,1,0,4,1
848,494,0,0,5,1
849,463,1,0,21,1
850,559,1,1,12,1
851,494,0,0,20,1
852,468,0,0,13,1
853,528,0,0,18,1
854,484,0,0,6,1
855,494,1,1,1,1
856,500,0,0,3,1
857,439,1,1,7,1
858,463,0,1,5,1
859,459,1,0,8,1
860,468,1,1,8,1
861,547,0,0,10,1
862,468,1,0,6,1
863,484,1,0,6,1
864,513,0,0,5,1
865,500,1,0,13,1
866,449,1,0,1,1
867,478,0,0,5,1
868,520,1,1,0,1
869,449,1,1,9,1
870,418,0,0,5,1
871,484,0,0,13,1
872,513,1,0,2,1
873,405,1,1,2,1
874,454,1,0,11,1
875,494,0,0,19,1
876,520,0,0,12,0
877,439,1,0,12,1
878,489,1,0,8,1
879,494,0,0,12,1
880,528,1,1,1,1
881,500,0,0,8,1
882,429,1,0,8,1
883,576,0,0,6,1
884,463,1,0,13,1
885,463,1,1,8,0
886,489,0,0,13,0
887,434,0,0,5,1
888,500,0,0,11,1
889,459,1,1,5,1
890,484,1,0,6,1
891,520,0,0,14,1
892,484,1,0,11,1
893,468,0,0,11,1
894,459,1,1,15,1
895,528,1,0,15,1
896,576,0,0,8,1
897,459,0,0,7,1
898,468,0,0,11,1
899,489,0,0,11,1
900,459,0,1,9,1
901,429,1,1,6,1
902,423,0,0,10,1
903,454,1,1,2,1
904,478,0,0,12,1
905,489,0,0,19,1
906,463,0,0,3,1
907,454,1,0,19,1
908,439,1,1,8,0
909,473,0,0,10,1
910,412,1,0,0,1
911,463,0,0,13,1
912,444,1,0,12,1
913,520,0,0,8,1
914,484,1,1,22,1
915,399,0,0,8,1
916,489,0,0,13,1
917,520,0,0,5,1
918,434,0,0,0,1
919,576,0,0,19,1
920,423,1,1,10,1
921,489,1,1,21,1
922,500,0,0,6,1
923,484,0,0,3,1
924,506,0,0,18,1
925,449,1,0,17,1
926,473,0,0,0,1
927,520,0,0,11,1
928,434,0,0,27,1
929,434,1,1,2,1
930,489,0,0,3,1
931,536,1,0,11,1
932,536,0,0,4,1
933,500,1,0,12,1
934,484,1,0,13,1
935,429,1,1,7,1
936,478,0,0,8,1
937,429,0,0,4,1
938,528,0,0,3,1
939,418,0,0,8,1
940,434,1,0,12,1
941,463,1,0,13,1
942,454,0,0,3,1
943,423,1,0,11,1
944,602,1,1,3,1
945,434,1,1,11,1
946,439,0,0,17,1
947,500,1,1,2,1
948,463,0,0,10,1
949,536,1,0,12,1
950,506,0,0,14,1
951,434,1,1,5,1
952,444,0,0,13,1
953,489,1,0,5,1
954,449,1,0,8,1
955,528,0,0,5,1
956,489,0,0,8,1
957,576,0,0,2,1
958,506,0,0,6,1
959,439,1,0,11,1
960,484,0,0,10,1
961,478,1,0,17,1
962,484,1,1,0,1
963,506,1,0,8,1
964,506,1,0,11,1
965,500,0,0,15,1
966,423,0,0,10,1
967,528,1,1,1,1
968,423,0,0,4,1
969,484,1,0,8,1
970,576,0,0,18,1
971,528,1,0,14,1
972,468,0,0,21,1
973,423,1,0,15,1
974,439,0,0,13,1
975,500,0,0,0,1
976,449,0,0,10,1
977,484,0,0,3,1
978,520,1,1,5,1
979,418,1,1,3,1
980,559,1,0,10,1
981,354,1,1,5,1
982,463,0,0,3,1
983,429,1,0,4,1
984,449,1,0,11,1
985,423,0,0,2,1
986,520,1,0,4,1
987,429,1,0,13,1
988,473,0,0,8,1
989,536,0,0,13,1
990,484,0,0,5,1
991,473,0,0,0,1
992,500,1,1,12,1
993,528,0,0,5,1
994,439,1,1,1,1
995,536,1,0,6,1
996,506,0,0,8,0
997,468,1,1,1,1
998,489,0,0,10,1
999,536,0,1,10,1
1000,484,0,0,8,1
1001,444,1,1,1,1
1002,576,0,0,0,1
1003,454,0,0,3,1
1004,478,1,0,12,1
1005,444,1,0,5,1
1006,439,0,0,0,1
1007,576,1,1,10,1
1008,489,0,0,13,1
1009,468,1,1,1,1
1010,489,0,0,14,1
1011,528,0,0,8,1
1012,484,0,0,0,1
1013,434,1,0,14,1
1014,473,1,0,27,1
1015,559,0,0,15,1
1016,494,0,0,14,1
1017,412,1,0,2,1
1018,559,0,0,13,1
1019,463,1,1,15,1
1020,449,1,0,21,1
1021,520,0,0,5,1
1022,489,1,1,1,1
1023,500,0,0,22,1
1024,459,0,0,7,1
1025,559,0,1,10,1
1026,494,1,0,21,1
1027,547,0,0,1,1
1028,449,1,1,8,0
1029,468,1,0,8,1
1030,500,0,0,13,1
1031,473,1,0,12,1
1032,513,0,0,12,1
1033,513,0,0,11,1
1034,506,0,0,17,1
1035,478,0,0,4,1
1036,444,1,0,0,1
1037,500,1,1,2,1
1038,399,1,1,17,1
1039,484,0,0,22,1
1040,520,0,0,10,1
1041,473,1,1,3,1
1042,489,1,1,1,1
1043,520,0,0,18,1
1044,494,1,0,4,1
1045,473,1,0,12,1
1046,439,0,1,3,1
1047,528,0,0,11,1
1048,473,1,0,11,1
1049,547,0,0,15,1
1050,547,0,0,6,1
1051,478,0,0,8,1
1052,434,1,0,10,1
1053,473,1,1,10,1
1054,528,0,0,6,0
1055,459,0,0,3,1
1056,463,0,0,17,1
1057,506,1,0,8,1
1058,439,0,0,9,1
1059,418,1,0,0,1
1060,489,0,0,1,1
1061,559,0,0,14,1
1062,513,0,0,7,1
1063,412,1,0,12,1
1064,484,0,1,9,1
1065,444,1,1,12,1
1066,449,1,1,1,1
1067,489,0,0,0,1
1068,576,0,0,12,1
1069,520,0,0,2,1
1070,506,0,0,9,1
1071,559,0,0,11,1
1072,459,0,0,11,1
1073,536,1,1,0,1
1074,439,0,0,5,1
1075,478,1,1,10,1
1076,449,1,1,6,1
1077,528,0,0,17,1
1078,484,1,1,5,1
1079,468,1,1,11,1
1080,576,0,0,13,1
1081,484,0,0,8,1
1082,494,0,0,0,1
1083,520,0,0,17,1
1084,454,1,0,16,1
1085,444,0,0,4,1
1086,520,0,0,5,1
1087,494,0,0,14,1
1088,494,0,0,0,1
1089,513,0,0,5,1
1090,484,0,0,12,1
1091,463,0,0,3,1
1092,434,0,0,2,1
1093,484,1,1,6,1
1094,520,0,0,8,1
1095,513,1,0,3,1
1096,528,1,1,6,1
1097,478,1,0,10,1
1098,412,1,1,5,1
1099,547,0,0,8,1
1100,444,0,0,12,1
1101,399,1,0,6,1
1102,459,1,0,20,1
1103,536,1,0,12,1
1104,478,1,1,15,1
1105,602,0,0,3,1
1106,454,1,0,5,1
1107,559,1,1,10,1
1108,444,0,0,8,1
1109,536,0,0,1,1
1110,418,1,0,12,1
1111,468,0,0,5,1
1112,478,0,0,12,1
1113,520,0,0,16,1
1114,429,0,0,6,1
1115,459,0,0,13,1
1116,473,1,1,5,1
1117,405,1,0,8,1
1118,520,0,0,8,1
1119,547,1,1,6,1
1120,489,0,0,13,1
1121,500,0,0,7,1
1122,520,0,0,13,1
1123,478,0,0,22,1
1124,463,0,0,11,1
1125,418,0,0,11,1
1126,520,0,0,11,1
1127,559,0,0,8,1
1128,468,1,0,12,1
1129,434,1,0,2,1
1130,405,1,1,11,1
1131,449,1,1,2,1
1132,500,1,1,1,1
1133,602,1,1,10,1
1134,478,0,0,15,1
1135,547,0,0,13,1
1136,489,0,0,4,1
1137,444,0,0,8,0
1138,576,0,0,4,1
1139,513,1,0,11,1
1140,489,1,0,4,1
1141,484,0,0,13,1
1142,468,1,0,2,1
1143,602,1,0,20,1
1144,434,0,0,7,1
1145,528,0,0,6,1
1146,439,1,1,3,1
1147,439,1,1,6,1
1148,506,0,0,13,1
1149,463,0,0,3,1
1150,536,0,0,0,1
